Analysis Time;Product Name;Product Code;Sample Type;Sample Number;Sample Comment;Instrument Name;Instrument Serial Number;Humedad;Standard Deviation Humedad;Min Humedad;Max Humedad;Global H Humedad;Neighbourhood H Humedad;t-statistics Humedad;Ref Humedad;Grasa;Standard Deviation Grasa;Min Grasa;Max Grasa;Global H Grasa;Neighbourhood H Grasa;t-statistics Grasa;Ref Grasa;Cenizas;Standard Deviation Cenizas;Min Cenizas;Max Cenizas;Global H Cenizas;Neighbourhood H Cenizas;Ref Cenizas;pH;Standard Deviation pH;Min pH;Max pH;Global H pH;Neighbourhood H pH;t-statistics pH;Ref pH;Cup id;Cup type
20/04/2022 14:58;CACAO (TORTA);CACAO_TORTA;Normal;1213/22;;NIRS DS3 F;91889831;2.84;0.011;2.824;2.856;0.82;0.07;-0.38;2.94;11.96;0.132;11.835;12.206;0.82;0.07;1.9;11.51;;;;;;;;5.57;0.055;5.489;5.627;0.82;0.07;-0.36;5.56;82139;2501
21/04/2022 17:04;CACAO (POLVO);CACAO_POLVO;Normal;1215/22;;NIRS DS3 F;91889831;3.6;0.007;3.594;3.614;1.23;0.47;;3.13;11.3;0.017;11.274;11.32;0.85;0.05;;11.15;6.13;0.056;6.065;6.214;1.23;0.47;6.49;5.3;0.055;5.225;5.373;1.23;0.47;;5.45;82139;2501
21/04/2022 17:05;CACAO (POLVO);CACAO_POLVO;Normal;1216/22;;NIRS DS3 F;91889831;2.88;0.019;2.85;2.9;1.88;0.86;;3.18;11.36;0.012;11.351;11.389;0.82;0.09;;11.31;6.79;0.067;6.702;6.895;1.88;0.86;6.58;5.51;0.037;5.463;5.561;1.88;0.86;;5.45;82139;2501
21/04/2022 17:08;CACAO (TORTA);CACAO_TORTA;Normal;1226/22;;NIRS DS3 F;91889831;3.38;0.007;3.366;3.385;;;0.48;3.4;11.68;0.092;11.569;11.818;0.88;0.09;1.14;11.15;;;;;;;;5.43;0.029;5.388;5.463;0.88;0.09;-0.55;5.39;82139;2501
21/04/2022 17:10;CACAO (TORTA);CACAO_TORTA;Normal;1227/22;;NIRS DS3 F;91889831;3.26;0.005;3.251;3.268;;;0.29;3.29;11.47;0.074;11.392;11.595;0.83;0.12;0.56;10.81;;;;;;;;5.48;0.071;5.403;5.612;0.83;0.12;-0.49;5.44;82139;2501
21/04/2022 17:15;CACAO (TORTA);CACAO_TORTA;Normal;1228/22;;NIRS DS3 F;91889831;2.13;0.007;2.116;2.137;;;-1.51;2.23;11.91;0.088;11.823;12.077;1.58;0.23;1.76;11.23;;;;;;;;5.63;0.039;5.548;5.663;1.58;0.23;-0.28;5.6;82139;2501
21/04/2022 17:16;CACAO (TORTA);CACAO_TORTA;Normal;1229/22;;NIRS DS3 F;91889831;1.89;0.004;1.887;1.899;;;-1.88;2.05;11.57;0.107;11.419;11.737;3.45;1.04;0.84;11.16;;;;;;;;5.61;0.064;5.529;5.694;3.45;1.04;-0.31;5.52;82139;2501
21/04/2022 17:18;CACAO (TORTA);CACAO_TORTA;Normal;1230/22;;NIRS DS3 F;91889831;1.78;0.008;1.773;1.792;;;-2.06;1.93;11.39;0.08;11.326;11.538;4.01;1.4;0.35;;;;;;;;;5.55;0.063;5.48;5.647;4.01;1.4;-0.39;5.59;82139;2501
21/04/2022 17:20;CACAO (TORTA);CACAO_TORTA;Normal;1231/22;;NIRS DS3 F;91889831;1.72;0.008;1.705;1.729;;;-2.16;1.92;11.8;0.055;11.746;11.873;5.3;1.65;1.46;;;;;;;;;5.66;0.043;5.585;5.713;5.3;1.65;-0.24;5.68;82139;2501
22/04/2022 17:16;CACAO (POLVO);CACAO_POLVO;Normal;1232/22;;NIRS DS3 F;91889831;2.92;0.006;2.919;2.933;5.98;2.85;;2.96;11.01;0.023;10.964;11.03;1.09;0.07;;10.91;12.39;0.055;12.312;12.469;5.98;2.85;12.09;7.33;0.042;7.251;7.388;5.98;2.85;;7.59;82139;2501
22/04/2022 17:23;CACAO (POLVO);CACAO_POLVO;Normal;1233/22;;NIRS DS3 F;91889831;3.2;0.012;3.185;3.22;1.84;0.35;;;11.09;0.041;11.075;11.2;0.91;0.05;;10.96;10.52;0.037;10.469;10.57;1.84;0.35;;6.78;0.056;6.682;6.848;1.84;0.35;;6.91;82139;2501
22/04/2022 17:25;CACAO (POLVO);CACAO_POLVO;Normal;1234/22;;NIRS DS3 F;91889831;3.61;0.027;3.564;3.639;1.29;0.59;;4.03;11.44;0.013;11.425;11.467;0.05;0;;11.64;6.36;0.039;6.281;6.411;1.29;0.59;6.19;5.36;0.042;5.302;5.433;1.29;0.59;;5.5;82139;2501
22/04/2022 17:28;CACAO (POLVO);CACAO_POLVO;Normal;1238/22;;NIRS DS3 F;91889831;3.1;0.026;3.065;3.124;3.21;0.82;;3.2;11.31;0.032;11.241;11.349;1.23;0.16;;11.19;12.3;0.126;12.091;12.44;3.21;0.82;11.92;7.43;0.027;7.392;7.465;3.21;0.82;;7.6;82139;2501
22/04/2022 17:30;CACAO (POLVO);CACAO_POLVO;Normal;1239/22;;NIRS DS3 F;91889831;4.17;0.017;4.14;4.189;1.79;0.82;;4.15;11.26;0.029;11.232;11.314;0.18;0.1;;11.25;6.04;0.046;5.96;6.095;1.79;0.82;6.22;5.45;0.063;5.342;5.509;1.79;0.82;;5.5;82139;2501
22/04/2022 17:36;CACAO (POLVO);CACAO_POLVO;Normal;1240/22;;NIRS DS3 F;91889831;3.96;0.011;3.944;3.977;38.62;21.05;;3.93;11.5;0.024;11.465;11.535;0.57;0.38;;10.69;12.12;0.102;11.96;12.291;38.62;21.05;11.46;8.75;0.064;8.664;8.842;38.62;21.05;;7.92;82139;2501
22/04/2022 17:38;CACAO (POLVO);CACAO_POLVO;Normal;1241/22;;NIRS DS3 F;91889831;3.93;0.004;3.923;3.934;36.91;19.83;;;11.5;0.031;11.464;11.552;0.54;0.37;;10.6;11.9;0.049;11.827;11.975;36.91;19.83;;8.68;0.022;8.652;8.702;36.91;19.83;;7.94;82139;2501
22/04/2022 17:44;CACAO (TORTA);CACAO_TORTA;Normal;1244/22;;NIRS DS3 F;91889831;3.57;0.005;3.56;3.576;;;0.78;3.63;12.15;0.109;11.944;12.251;0.86;0.16;2.42;11.8;;;;;;;;5.5;0.049;5.406;5.557;0.86;0.16;-0.45;5.47;82139;2501
22/04/2022 17:46;CACAO (TORTA);CACAO_TORTA;Normal;1245/22;;NIRS DS3 F;91889831;3.23;0.006;3.228;3.245;;;0.25;3.25;12.1;0.07;12.018;12.198;1.15;0.27;2.28;11.12;;;;;;;;5.58;0.061;5.515;5.659;1.15;0.27;-0.35;5.61;82139;2501
22/04/2022 17:50;CACAO (TORTA);CACAO_TORTA;Normal;1246/22;;NIRS DS3 F;91889831;2.18;0.007;2.168;2.184;;;-1.43;2.24;11.81;0.121;11.691;12.044;1.04;0.1;1.49;11.09;;;;;;;;5.46;0.054;5.378;5.52;1.04;0.1;-0.52;5.46;82139;2501
25/04/2022 15:45;CACAO (POLVO);CACAO_POLVO;Normal;1247/22;;NIRS DS3 F;91889831;4.15;0.005;4.14;4.155;6.23;3.22;;4.21;11.01;0.029;10.963;11.043;0.77;0.1;;10.98;9.82;0.033;9.792;9.891;6.23;3.22;10.19;7.77;0.032;7.725;7.804;6.23;3.22;;7.85;82139;2501
25/04/2022 15:51;CACAO (POLVO);CACAO_POLVO;Normal;1250/22;;NIRS DS3 F;91889831;4.05;0.006;4.041;4.06;54.79;34.22;;3.88;11.49;0.035;11.45;11.533;0.75;0.48;;10.83;12.47;0.079;12.319;12.573;54.79;34.22;11.94;8.79;0.041;8.723;8.837;54.79;34.22;;7.87;82139;2501
25/04/2022 15:54;CACAO (POLVO);CACAO_POLVO;Normal;1255/22;;NIRS DS3 F;91889831;3.62;0.016;3.589;3.638;68.69;45.55;;3.53;11.35;0.016;11.326;11.371;0.74;0.6;;10.68;12.47;0.058;12.365;12.52;68.69;45.55;12.2;9.21;0.049;9.157;9.269;68.69;45.55;;8.18;82139;2501
25/04/2022 15:56;CACAO (TORTA);CACAO_TORTA;Normal;1261/22;;NIRS DS3 F;91889831;3.57;0.006;3.554;3.573;;;0.78;3.52;11.81;0.076;11.68;11.927;1.03;0.15;1.48;11.08;;;;;;;;5.49;0.057;5.394;5.562;1.03;0.15;-0.47;5.39;82139;2501
25/04/2022 15:59;CACAO (TORTA);CACAO_TORTA;Normal;1262/22;;NIRS DS3 F;91889831;3.45;0.004;3.447;3.458;;;0.59;3.37;12.12;0.135;11.968;12.359;1;0.21;2.35;11.2;;;;;;;;5.55;0.043;5.477;5.621;1;0.21;-0.38;5.46;82139;2501
25/04/2022 16:01;CACAO (TORTA);CACAO_TORTA;Normal;1263/22;;NIRS DS3 F;91889831;3.31;0.005;3.299;3.312;;;0.37;3.22;13.03;0.085;12.889;13.117;1.75;0.06;4.84;11.08;;;;;;;;5.6;0.054;5.492;5.651;1.75;0.06;-0.32;5.46;82139;2501
25/04/2022 16:08;CACAO (TORTA);CACAO_TORTA;Normal;1264/22;;NIRS DS3 F;91889831;3.61;0.008;3.602;3.623;;;0.85;3.55;12.78;0.088;12.686;12.935;1.11;0.05;4.16;10.98;;;;;;;;5.53;0.046;5.465;5.6;1.11;0.05;-0.42;5.42;82139;2501
25/04/2022 16:11;CACAO (TORTA);CACAO_TORTA;Normal;1265/22;;NIRS DS3 F;91889831;3.5;0.008;3.491;3.515;;;0.67;3.39;12.63;0.161;12.367;12.822;1.44;0.08;3.73;11.06;;;;;;;;5.45;0.042;5.405;5.522;1.44;0.08;-0.52;5.42;82139;2501
26/04/2022 15:50;CACAO (POLVO);CACAO_POLVO;Normal;1260/22;;NIRS DS3 F;91889831;4.47;0.014;4.447;4.482;6.29;2.71;;4.45;11.08;0.033;11.059;11.145;0.41;0.01;;10.72;9.59;0.072;9.481;9.696;6.29;2.71;9.91;7.66;0.051;7.599;7.738;6.29;2.71;;7.8;82139;2501
26/04/2022 15:51;CACAO (POLVO);CACAO_POLVO;Normal;1269/22;;NIRS DS3 F;91889831;4.15;0.008;4.146;4.169;0.97;0.42;;4.15;11.5;0.009;11.489;11.518;0.57;0.05;;11.92;6.33;0.061;6.227;6.39;0.97;0.42;6.04;5.46;0.029;5.42;5.494;0.97;0.42;;5.4;82125;2501
26/04/2022 15:52;CACAO (POLVO);CACAO_POLVO;Normal;1272/22;;NIRS DS3 F;91889831;4.3;0.008;4.286;4.308;1.95;1;;4.28;11.69;0.021;11.648;11.698;0.75;0.1;;11.98;6.48;0.059;6.389;6.546;1.95;1;6.16;5.49;0.023;5.453;5.528;1.95;1;;5.39;82139;2501
26/04/2022 15:53;CACAO (POLVO);CACAO_POLVO;Normal;1273/22;;NIRS DS3 F;91889831;3.44;0.01;3.428;3.455;1.39;0.4;;3.41;11.48;0.038;11.405;11.503;1.08;0.09;;11.91;8.68;0.066;8.592;8.796;1.39;0.4;7.8;6.35;0.029;6.291;6.381;1.39;0.4;;6.21;82125;2501
26/04/2022 15:54;CACAO (POLVO);CACAO_POLVO;Normal;1274/22;;NIRS DS3 F;91889831;3.29;0.01;3.276;3.304;1.48;0.42;;3.25;11.45;0.035;11.416;11.495;1.22;0.21;;11.96;8.61;0.066;8.529;8.682;1.48;0.42;7.72;6.38;0.034;6.322;6.416;1.48;0.42;;6.19;82139;2501
26/04/2022 15:56;CACAO (TORTA);CACAO_TORTA;Normal;1276/22;;NIRS DS3 F;91889831;3.8;0.011;3.788;3.82;;;1.15;3.78;12.33;0.043;12.287;12.402;2.16;0.35;2.91;11.22;;;;;;;;5.5;0.055;5.413;5.564;2.16;0.35;-0.46;5.4;82125;2501
26/04/2022 15:59;CACAO (TORTA);CACAO_TORTA;Normal;1277/22;;NIRS DS3 F;91889831;3.59;0.007;3.574;3.593;;;0.81;3.54;12.85;0.18;12.609;13.136;1.7;0.11;4.35;11.13;;;;;;;;5.67;0.029;5.626;5.719;1.7;0.11;-0.23;5.56;82139;2501
26/04/2022 16:02;CACAO (TORTA);CACAO_TORTA;Normal;1278/22;;NIRS DS3 F;91889831;3.64;0.005;3.634;3.647;;;0.89;3.61;13.18;0.105;13.043;13.365;1.81;0.28;5.26;11.42;;;;;;;;5.48;0.037;5.413;5.516;1.81;0.28;-0.49;5.37;82125;2501
26/04/2022 16:04;CACAO (TORTA);CACAO_TORTA;Normal;1379/22;;NIRS DS3 F;91889831;3.61;0.007;3.603;3.622;;;0.85;3.56;12.53;0.051;12.428;12.585;0.83;0.1;3.46;11.32;;;;;;;;5.45;0.045;5.394;5.511;0.83;0.1;-0.53;5.36;82139;2501
26/04/2022 16:06;CACAO (TORTA);CACAO_TORTA;Normal;1280/22;;NIRS DS3 F;91889831;3.73;0.003;3.726;3.736;;;1.04;3.72;11.81;0.144;11.623;12.039;0.99;0.14;1.48;11.1;;;;;;;;5.46;0.068;5.353;5.547;0.99;0.14;-0.51;5.36;82125;2501
26/04/2022 16:08;CACAO (TORTA);CACAO_TORTA;Normal;1281/22;;NIRS DS3 F;91889831;2.43;0.007;2.421;2.442;;;-1.03;2.38;14.78;0.047;14.697;14.83;2.02;0.49;9.64;11.72;;;;;;;;5.46;0.036;5.396;5.498;2.02;0.49;-0.51;5.41;82125;2501
26/04/2022 16:10;CACAO (TORTA);CACAO_TORTA;Normal;1282/22;;NIRS DS3 F;91889831;2.75;0.008;2.747;2.771;;;-0.51;2.73;13.71;0.099;13.506;13.775;0.73;0.17;6.71;11.56;;;;;;;;5.47;0.044;5.41;5.539;0.73;0.17;-0.5;5.43;82139;2501
27/04/2022 17:02;CACAO (POLVO);CACAO_POLVO;Normal;1284/22;;NIRS DS3 F;91889831;3.25;0.006;3.236;3.256;1;0.37;;3.37;11.48;0.03;11.452;11.545;0.55;0.1;;11.95;6.91;0.067;6.846;7.021;1;0.37;6.49;5.68;0.059;5.592;5.774;1;0.37;;5.52;82125;2501
27/04/2022 17:06;CACAO (POLVO);CACAO_POLVO;Normal;1286/22;;NIRS DS3 F;91889831;3.67;0.008;3.659;3.681;1.3;0.39;;3.51;11.73;0.021;11.709;11.774;0.12;0;;11.99;6.7;0.044;6.662;6.771;1.3;0.39;6.29;5.6;0.053;5.536;5.695;1.3;0.39;;5.51;82125;2501
27/04/2022 17:08;CACAO (POLVO);CACAO_POLVO;Normal;1287/22;;NIRS DS3 F;91889831;3.59;0.009;3.573;3.599;1.05;0.28;;3.36;11.63;0.042;11.542;11.664;0.01;0;;11.9;6.48;0.064;6.412;6.593;1.05;0.28;6.33;5.59;0.04;5.537;5.655;1.05;0.28;;5.51;82125;2501
27/04/2022 17:11;CACAO (POLVO);CACAO_POLVO;Normal;1291/22;;NIRS DS3 F;91889831;3.99;0.015;3.959;4.003;1.05;0.57;;3.14;11.37;0.018;11.347;11.393;0.56;0.2;;;8.53;0.147;8.316;8.71;1.05;0.57;8.12;6.23;0.054;6.138;6.28;1.05;0.57;;6.14;82125;2501
27/04/2022 17:14;CACAO (POLVO);CACAO_POLVO;Normal;1292/22;;NIRS DS3 F;91889831;3.24;0.009;3.229;3.255;1.02;0.44;;3.19;11.21;0.03;11.167;11.245;0.87;0.18;;11.61;10.99;0.053;10.907;11.064;1.02;0.44;10.78;6.96;0.041;6.904;7.017;1.02;0.44;;6.89;82125;2501
27/04/2022 17:18;CACAO (TORTA);CACAO_TORTA;Normal;1299/22;;NIRS DS3 F;91889831;3.65;0.003;3.644;3.653;;;0.91;3.57;12;0.095;11.904;12.156;0.81;0.07;2.01;11.75;;;;;;;;5.41;0.06;5.308;5.486;0.81;0.07;-0.58;5.41;82125;2501
27/04/2022 17:23;CACAO (TORTA);CACAO_TORTA;Normal;1300/22;;NIRS DS3 F;91889831;3.31;0.004;3.301;3.31;;;0.36;3.2;12.68;0.189;12.334;12.904;0.56;0.09;3.89;11.31;;;;;;;;5.66;0.059;5.557;5.745;0.56;0.09;-0.23;5.67;82125;2501
27/04/2022 17:45;CACAO (TORTA);CACAO_TORTA;Normal;1301/22;;NIRS DS3 F;91889831;3.49;0.008;3.486;3.508;;;0.66;3.34;12.26;0.1;12.136;12.409;0.43;0.02;2.72;11.54;;;;;;;;5.54;0.056;5.484;5.649;0.43;0.02;-0.4;5.5;82125;2501
27/04/2022 18:51;CACAO (TORTA);CACAO_TORTA;Normal;1303/22;;NIRS DS3 F;91889831;3.47;0.005;3.463;3.478;;;0.62;3.32;11.94;0.066;11.855;12.024;0.98;0.21;1.84;11.48;;;;;;;;5.46;0.061;5.357;5.547;0.98;0.21;-0.51;5.42;82125;2501
27/04/2022 18:53;CACAO (TORTA);CACAO_TORTA;Normal;1302/22;;NIRS DS3 F;91889831;3.48;0.005;3.479;3.492;;;0.65;3.33;11.96;0.097;11.84;12.087;0.6;0.09;1.89;11.72;;;;;;;;5.54;0.056;5.483;5.646;0.6;0.09;-0.4;5.5;82125;2501
27/04/2022 18:54;CACAO (TORTA);CACAO_TORTA;Normal;1304/22;;NIRS DS3 F;91889831;2.71;0.007;2.703;2.722;;;-0.57;2.76;12.95;0.075;12.826;13.028;0.82;0.4;4.62;11.79;;;;;;;;5.48;0.065;5.396;5.579;0.82;0.4;-0.49;5.42;82125;2501
27/04/2022 18:57;CACAO (TORTA);CACAO_TORTA;Normal;1305/22;;NIRS DS3 F;91889831;2.34;0.008;2.332;2.354;;;-1.17;2.33;14.34;0.236;13.978;14.631;1.9;0.39;8.44;11.96;;;;;;;;5.44;0.044;5.36;5.483;1.9;0.39;-0.54;5.42;82125;2501
27/04/2022 19:00;CACAO (TORTA);CACAO_TORTA;Normal;1306/22;;NIRS DS3 F;91889831;2.52;0.009;2.511;2.534;;;-0.88;2.5;13.4;0.197;13.125;13.615;0.74;0.34;5.85;11.7;;;;;;;;5.49;0.039;5.438;5.533;0.74;0.34;-0.47;5.43;82125;2501
27/04/2022 19:23;CACAO (TORTA);CACAO_TORTA;Normal;1307/22;;NIRS DS3 F;91889831;2.36;0.01;2.351;2.378;;;-1.14;2.5;13.51;0.112;13.357;13.66;1.44;0.36;6.17;11.33;;;;;;;;5.41;0.061;5.351;5.514;1.44;0.36;-0.58;5.44;82125;2501
28/04/2022 16:29;CACAO (POLVO);CACAO_POLVO;Normal;1313/22;;NIRS DS3 F;91889831;3.01;0.022;2.984;3.048;3.95;0.73;;2.89;11.26;0.017;11.258;11.3;0.25;0;;11.55;6.42;0.069;6.327;6.529;3.95;0.73;6.56;5.4;0.034;5.355;5.443;3.95;0.73;;5.53;82139;2501
28/04/2022 16:31;CACAO (POLVO);CACAO_POLVO;Normal;1314/22;;NIRS DS3 F;91889831;3.48;0.009;3.475;3.5;1.18;0.5;;3.41;11.29;0.037;11.247;11.357;0.73;0.05;;11.65;9.61;0.055;9.559;9.718;1.18;0.5;9.44;6.67;0.063;6.562;6.751;1.18;0.5;;6.65;82139;2501
28/04/2022 16:36;CACAO (TORTA);CACAO_TORTA;Normal;1319/22;;NIRS DS3 F;91889831;2.74;0.006;2.724;2.743;;;-0.54;2.6;13.11;0.131;12.907;13.284;1.72;0.25;5.05;11.65;;;;;;;;5.64;0.04;5.6;5.697;1.72;0.25;-0.26;5.49;82139;2501
28/04/2022 16:40;CACAO (TORTA);CACAO_TORTA;Normal;1320/22;;NIRS DS3 F;91889831;2.74;0.006;2.732;2.75;;;-0.53;2.34;13.6;0.123;13.422;13.786;2.08;0.3;6.41;11.4;;;;;;;;5.54;0.045;5.486;5.603;2.08;0.3;-0.4;5.47;82139;2501
28/04/2022 16:55;CACAO (TORTA);CACAO_TORTA;Normal;1321-1322/22;;NIRS DS3 F;91889831;2.58;0.009;2.567;2.593;;;-0.78;3.13;12.89;0.105;12.673;12.993;1.01;0.24;4.47;11.42;;;;;;;;5.51;0.038;5.478;5.586;1.01;0.24;-0.44;5.42;82139;2501
28/04/2022 17:07;CACAO (TORTA);CACAO_TORTA;Normal;1323/22;;NIRS DS3 F;91889831;2.85;0.004;2.848;2.858;;;-0.36;2.78;14.13;0.118;13.946;14.326;1.47;0.36;7.87;11.78;;;;;;;;5.52;0.043;5.439;5.56;1.47;0.36;-0.43;5.48;82139;2501
28/04/2022 17:10;CACAO (TORTA);CACAO_TORTA;Normal;1324/22;;NIRS DS3 F;91889831;2.92;0.008;2.908;2.93;;;-0.25;2.92;13.37;0.062;13.293;13.454;0.58;0.23;5.78;11.49;;;;;;;;5.51;0.044;5.461;5.575;0.58;0.23;-0.45;5.47;82125;2501
29/04/2022 16:38;CACAO (POLVO);CACAO_POLVO;Normal;1336/22;;NIRS DS3 F;91889831;3.61;0.018;3.573;3.628;82.79;57.99;;3.36;11.07;0.031;11.06;11.149;0.77;0.57;;10.36;12.56;0.07;12.437;12.631;82.79;57.99;13.8;9.2;0.041;9.157;9.253;82.79;57.99;;8.17;82139;2501
29/04/2022 16:41;CACAO (POLVO);CACAO_POLVO;Normal;1332/22;;NIRS DS3 F;91889831;3.2;0.008;3.185;3.208;2.43;0.42;;3.1;11.13;0.026;11.105;11.172;1.04;0.18;;11.14;9.49;0.058;9.394;9.551;2.43;0.42;10.96;6.6;0.05;6.51;6.665;2.43;0.42;;6.67;82125;2501
29/04/2022 16:42;CACAO (POLVO);CACAO_POLVO;Normal;1327/22;;NIRS DS3 F;91889831;3.45;0.024;3.41;3.472;80.77;55.5;;3.3;11.46;0.046;11.383;11.503;0.75;0.6;;10.63;13.46;0.051;13.398;13.544;80.77;55.5;13.86;9.36;0.036;9.311;9.391;80.77;55.5;;8.29;82139;2501
29/04/2022 16:43;CACAO (TORTA);CACAO_TORTA;Normal;1344/22;;NIRS DS3 F;91889831;2.5;0.011;2.481;2.513;;;-0.92;2.5;14.27;0.1;14.184;14.432;2.03;0.56;8.25;11.69;;;;;;;;5.41;0.043;5.36;5.466;2.03;0.56;-0.58;5.37;82125;2501
29/04/2022 16:46;CACAO (TORTA);CACAO_TORTA;Normal;1345/22;;NIRS DS3 F;91889831;2.55;0.004;2.548;2.559;;;-0.83;2.52;13.51;0.231;13.303;13.96;2.03;0.69;6.15;11.21;;;;;;;;5.4;0.041;5.314;5.44;2.03;0.69;-0.6;5.35;82139;2501
29/04/2022 16:48;CACAO (TORTA);CACAO_TORTA;Normal;1346/22;;NIRS DS3 F;91889831;2.3;0.005;2.29;2.303;;;-1.24;2.29;14.57;0.176;14.204;14.71;2.56;0.56;9.06;11.22;;;;;;;;5.43;0.076;5.353;5.54;2.56;0.56;-0.55;5.38;82125;2501
02/05/2022 15:59;CACAO (POLVO);CACAO_POLVO;Normal;1349/22;;NIRS DS3 F;91889831;4.42;0.007;4.41;4.429;3.9;0.7;;4.28;11.53;0.032;11.463;11.552;0.45;0.04;;11.15;10.4;0.085;10.285;10.555;3.9;0.7;11.71;7.9;0.046;7.836;7.955;3.9;0.7;;7.82;82139;2501
02/05/2022 16:00;CACAO (POLVO);CACAO_POLVO;Normal;1353/22;;NIRS DS3 F;91889831;3.7;0.008;3.691;3.711;65.84;42.49;;3.45;11.46;0.032;11.414;11.5;0.83;0.59;;10.51;13.49;0.081;13.38;13.58;65.84;42.49;14.06;9.31;0.033;9.272;9.376;65.84;42.49;;8.14;82125;2501
02/05/2022 16:02;CACAO (POLVO);CACAO_POLVO;Normal;1356/22;;NIRS DS3 F;91889831;4.25;0.012;4.229;4.261;3.19;2;;4.16;11.09;0.027;11.064;11.146;0.61;0.02;;10.78;10;0.096;9.899;10.204;3.19;2;11.52;7.77;0.048;7.696;7.825;3.19;2;;7.81;82139;2501
02/05/2022 16:04;CACAO (TORTA);CACAO_TORTA;Normal;1361/22;;NIRS DS3 F;91889831;2.79;0.011;2.779;2.808;;;-0.45;2.72;11.59;0.039;11.546;11.662;0.97;0.18;0.89;10.68;;;;;;;;7.41;0.067;7.331;7.516;0.97;0.18;2.22;7.32;82125;2501
02/05/2022 16:05;CACAO (TORTA);CACAO_TORTA;Normal;1362/22;;NIRS DS3 F;91889831;2.77;0.016;2.763;2.803;;;-0.48;2.67;12.18;0.155;12.001;12.355;1.45;0.13;2.5;10.77;;;;;;;;7.43;0.037;7.381;7.475;1.45;0.13;2.24;7.31;82139;2501
02/05/2022 16:08;CACAO (TORTA);CACAO_TORTA;Normal;1363/22;;NIRS DS3 F;91889831;2.59;0.003;2.59;2.601;;;-0.77;2.54;13.19;0.075;13.063;13.287;0.62;0.31;5.29;11.66;;;;;;;;5.47;0.073;5.372;5.587;0.62;0.31;-0.5;5.4;82125;2501
03/05/2022 16:13;CACAO (POLVO);CACAO_POLVO;Normal;1365/22;;NIRS DS3 F;91889831;2.66;0.008;2.646;2.67;3.02;1.14;;2.65;11.56;0.022;11.547;11.6;0.01;0;;11.57;6.98;0.024;6.95;7.003;3.02;1.14;6.18;5.83;0.04;5.782;5.887;3.02;1.14;;5.58;82125;2501
03/05/2022 16:17;CACAO (POLVO);CACAO_POLVO;Normal;1366/22;;NIRS DS3 F;91889831;2.71;0.007;2.695;2.718;3.45;1.42;;2.65;11.59;0.014;11.57;11.612;0.07;0;;11.55;6.87;0.064;6.73;6.917;3.45;1.42;6.28;5.65;0.029;5.613;5.702;3.45;1.42;;5.51;82125;2501
03/05/2022 16:20;CACAO (POLVO);CACAO_POLVO;Normal;1369/22;;NIRS DS3 F;91889831;4.25;0.006;4.246;4.263;1.48;0.46;;4.29;11.47;0.017;11.441;11.49;0.46;0.07;;11.41;6.05;0.042;5.996;6.106;1.48;0.46;;5.44;0.051;5.408;5.551;1.48;0.46;;5.27;82125;2501
03/05/2022 16:23;CACAO (POLVO);CACAO_POLVO;Normal;1372/22;;NIRS DS3 F;91889831;2.52;0.007;2.51;2.529;4.45;1.09;;2.51;11.11;0.021;11.063;11.129;0.63;0.03;;10.89;6.73;0.04;6.681;6.787;4.45;1.09;;5.7;0.048;5.619;5.768;4.45;1.09;;5.62;82125;2501
03/05/2022 16:26;CACAO (TORTA);CACAO_TORTA;Normal;1377/22;;NIRS DS3 F;91889831;4.29;0.011;4.277;4.303;;;1.93;4.45;11.62;0.165;11.375;11.837;2.73;0.32;0.98;11.37;;;;;;;;5.29;0.036;5.231;5.345;2.73;0.32;-0.75;5.24;82125;2501
03/05/2022 16:28;CACAO (TORTA);CACAO_TORTA;Normal;1378/22;;NIRS DS3 F;91889831;2.18;0.006;2.174;2.189;;;-1.42;2.06;12.24;0.09;12.081;12.338;0.54;0.13;2.66;11.23;;;;;;;;5.54;0.041;5.463;5.58;0.54;0.13;-0.4;5.53;82125;2501
03/05/2022 16:32;CACAO (TORTA);CACAO_TORTA;Normal;1379/22;;NIRS DS3 F;91889831;2.46;0.003;2.455;2.463;;;-0.98;2.45;11.77;0.065;11.672;11.86;1.18;0.07;1.38;11.56;;;;;;;;5.54;0.026;5.506;5.588;1.18;0.07;-0.4;5.54;82125;2501
03/05/2022 16:33;CACAO (TORTA);CACAO_TORTA;Normal;1380/22;;NIRS DS3 F;91889831;2.83;0.006;2.821;2.836;;;-0.39;2.82;11.27;0.115;11.085;11.381;0.96;0.19;0.02;10.92;;;;;;;;7.4;0.027;7.359;7.444;0.96;0.19;2.2;7.32;82139;2501
03/05/2022 16:36;CACAO (TORTA);CACAO_TORTA;Normal;1381/22;;NIRS DS3 F;91889831;3.19;0.003;3.185;3.193;;;0.18;3.24;11.82;0.102;11.721;11.95;0.47;0.05;1.53;11.14;;;;;;;;5.57;0.031;5.514;5.601;0.47;0.05;-0.37;5.53;82139;2501
03/05/2022 16:40;CACAO (TORTA);CACAO_TORTA;Normal;1382/22;;NIRS DS3 F;91889831;3.17;0.007;3.157;3.177;;;0.14;3.35;11.91;0.052;11.853;11.992;1.17;0.18;1.77;11.22;;;;;;;;5.56;0.019;5.542;5.59;1.17;0.18;-0.38;5.53;82139;2501
