Analysis Time;Product Name;Product Code;Sample Type;Sample Number;Sample Comment;Instrument Name;Instrument Serial Number;Humedad;Standard Deviation Humedad;Min Humedad;Max Humedad;Global H Humedad;Neighbourhood H Humedad;t-statistics Humedad;Ref Humedad;Grasa;Standard Deviation Grasa;Min Grasa;Max Grasa;Global H Grasa;Neighbourhood H Grasa;t-statistics Grasa;Ref Grasa;Cenizas;Standard Deviation Cenizas;Min Cenizas;Max Cenizas;Global H Cenizas;Neighbourhood H Cenizas;Ref Cenizas;pH;Standard Deviation pH;Min pH;Max pH;Global H pH;Neighbourhood H pH;t-statistics pH;Ref pH;Cup id;Cup type
18/02/2022 10:43;CACAO (TORTA);CACAO_TORTA;Normal;580/22;;NIRS DS3 F;91889831;1.47;0.023;1.432;1.492;0.57;0.31;-0.22;2.67;11.45;0.054;11.394;11.562;0.57;0.31;-0.47;;;;;;;;;5.9;0.091;5.798;6.063;0.57;0.31;-1.34;5.59;82125;2501
18/02/2022 10:46;CACAO (TORTA);CACAO_TORTA;Normal;581/22;;NIRS DS3 F;91889831;1.5;0.057;1.444;1.619;0.49;0.11;-0.14;2.63;10.82;0.042;10.745;10.862;0.49;0.11;-0.65;;;;;;;;;5.85;0.151;5.693;6.075;0.49;0.11;-1.38;5.54;82125;2501
18/02/2022 10:49;CACAO (TORTA);CACAO_TORTA;Normal;582/22;;NIRS DS3 F;91889831;1.36;0.072;1.27;1.468;0.47;0.19;-0.44;2.28;11.55;0.039;11.502;11.595;0.47;0.19;-0.45;;;;;;;;;5.86;0.079;5.712;5.955;0.47;0.19;-1.38;5.55;82125;2501
18/02/2022 10:51;CACAO (TORTA);CACAO_TORTA;Normal;583/22;;NIRS DS3 F;91889831;1.36;0.028;1.317;1.397;0.64;0.35;-0.45;2.24;11.76;0.066;11.673;11.851;0.64;0.35;-0.39;;;;;;;;;5.88;0.111;5.716;6.043;0.64;0.35;-1.36;5.61;82125;2501
18/02/2022 10:54;CACAO (TORTA);CACAO_TORTA;Normal;584/22;;NIRS DS3 F;91889831;1.45;0.069;1.341;1.519;0.64;0.21;-0.25;2.43;11.14;0.074;11.044;11.245;0.64;0.21;-0.56;;;;;;;;;5.85;0.048;5.786;5.909;0.64;0.21;-1.39;5.53;82125;2501
21/02/2022 15:38;CACAO (TORTA);CACAO_TORTA;Normal;604/22;;NIRS DS3 F;91889831;1.41;0.057;1.323;1.467;0.83;0.17;-0.33;2.66;11.75;0.064;11.656;11.833;0.83;0.17;-0.39;;;;;;;;;6.16;0.136;6.005;6.413;0.83;0.17;-1.1;5.6;82125;2501
21/02/2022 15:40;CACAO (TORTA);CACAO_TORTA;Normal;605/22;;NIRS DS3 F;91889831;1.47;0.026;1.441;1.521;0.64;0.11;-0.22;2.63;11.55;0.045;11.501;11.62;0.64;0.11;-0.45;;;;;;;;;5.86;0.086;5.765;5.986;0.64;0.11;-1.38;5.57;82139;2501
21/02/2022 15:41;CACAO (TORTA);CACAO_TORTA;Normal;606/22;;NIRS DS3 F;91889831;1.48;0.063;1.405;1.584;0.63;0.18;-0.19;2.62;11.98;0.068;11.861;12.077;0.63;0.18;-0.33;;;;;;;;;5.99;0.098;5.843;6.119;0.63;0.18;-1.25;5.59;82125;2501
21/02/2022 15:42;CACAO (TORTA);CACAO_TORTA;Normal;607/22;;NIRS DS3 F;91889831;1.55;0.038;1.509;1.606;1.17;0.48;-0.03;2.83;11.27;0.065;11.163;11.347;1.17;0.48;-0.52;;;;;;;;;6.08;0.092;5.987;6.21;1.17;0.48;-1.17;5.56;82139;2501
21/02/2022 15:43;CACAO (TORTA);CACAO_TORTA;Normal;608-609/22;;NIRS DS3 F;91889831;1.6;0.041;1.535;1.648;0.92;0.39;0.07;2.71;10.91;0.061;10.817;10.973;0.92;0.39;-0.62;;;;;;;;;5.81;0.087;5.703;5.982;0.92;0.39;-1.43;5.57;82125;2501
21/02/2022 15:44;CACAO (TORTA);CACAO_TORTA;Normal;610/22;;NIRS DS3 F;91889831;1.4;0.021;1.375;1.432;0.55;0.2;-0.35;2.71;11.71;0.048;11.647;11.771;0.55;0.2;-0.4;;;;;;;;;5.89;0.123;5.73;6.052;0.55;0.2;-1.35;5.61;82139;2501
21/02/2022 15:45;CACAO (TORTA);CACAO_TORTA;Normal;611/22;;NIRS DS3 F;91889831;1.57;0.047;1.508;1.628;1.19;0.5;0.01;2.78;11.41;0.055;11.306;11.456;1.19;0.5;-0.49;;;;;;;;;5.93;0.076;5.82;6.057;1.19;0.5;-1.31;5.55;82125;2501
22/02/2022 14:39;CACAO (POLVO);CACAO_POLVO;Normal;612/22;;NIRS DS3 F;91889831;2.63;0.008;2.613;2.638;0.84;0.3;0.28;4.04;11.43;0.031;11.375;11.476;0.46;0.09;;;;;;;;;;5.63;0.061;5.578;5.762;0.84;0.3;-1.49;5.43;82125;2501
22/02/2022 14:40;CACAO (POLVO);CACAO_POLVO;Normal;615/22;;NIRS DS3 F;91889831;2.56;0.008;2.552;2.572;1.01;0.28;0.15;3.97;11.27;0.015;11.251;11.29;0.3;0.04;;;;;;;;;;5.68;0.048;5.6;5.752;1.01;0.28;-1.45;5.47;82139;2501
22/02/2022 14:41;CACAO (POLVO);CACAO_POLVO;Normal;616/22;;NIRS DS3 F;91889831;2.66;0.006;2.648;2.667;0.79;0.29;0.34;4.12;11.31;0.02;11.281;11.328;0.3;0.04;;;;;;;;;;5.7;0.055;5.597;5.754;0.79;0.29;-1.43;5.54;82125;2501
22/02/2022 14:43;CACAO (POLVO);CACAO_POLVO;Normal;619/22;;NIRS DS3 F;91889831;2.62;0.008;2.601;2.624;0.89;0.32;0.25;3.97;11.21;0.017;11.189;11.231;0.26;0.05;;;;;;;;;;5.66;0.052;5.61;5.748;0.89;0.32;-1.46;5.49;82139;2501
23/02/2022 14:49;CACAO (TORTA);CACAO_TORTA;Normal;635/22;;NIRS DS3 F;91889831;1.31;0.039;1.239;1.363;0.86;0.4;-0.55;2.28;10.64;0.043;10.573;10.678;0.86;0.4;-0.7;;;;;;;;;6.04;0.054;5.983;6.139;0.86;0.4;-1.21;5.77;82125;2501
23/02/2022 14:51;CACAO (TORTA);CACAO_TORTA;Normal;636/22;;NIRS DS3 F;91889831;1.33;0.026;1.3;1.38;0.65;0.25;-0.51;2.24;10.78;0.044;10.704;10.833;0.65;0.25;-0.66;;;;;;;;;6.04;0.088;5.895;6.123;0.65;0.25;-1.21;5.6;82125;2501
24/02/2022 8:36;CACAO (POLVO);CACAO_POLVO;Normal;648/22;;NIRS DS3 F;91889831;2.14;0.01;2.119;2.145;0.64;0.22;-0.65;3.17;11.16;0.017;11.145;11.191;0.95;0.08;;;;;;;;;;6.85;0.034;6.807;6.892;0.64;0.22;-0.38;6.62;82125;2501
24/02/2022 8:39;CACAO (POLVO);CACAO_POLVO;Normal;649/22;;NIRS DS3 F;91889831;2.19;0.01;2.172;2.198;0.67;0.18;-0.55;3.32;11.11;0.024;11.071;11.147;0.73;0.02;;;;;;;;;;6.86;0.026;6.821;6.896;0.67;0.18;-0.36;6.58;82125;2501
24/02/2022 8:42;CACAO (TORTA);CACAO_TORTA;Normal;651/22;;NIRS DS3 F;91889831;2.09;0.054;1.994;2.164;1.22;0.78;1.11;3.63;11.26;0.05;11.188;11.327;1.22;0.78;-0.53;;;;;;;;;5.79;0.149;5.606;6.026;1.22;0.78;-1.45;5.51;82125;2501
24/02/2022 8:45;CACAO (TORTA);CACAO_TORTA;Normal;652/22;;NIRS DS3 F;91889831;2.28;0.043;2.207;2.335;1.54;0.61;1.51;3.67;10.8;0.029;10.76;10.85;1.54;0.61;-0.65;;;;;;;;;5.66;0.096;5.491;5.77;1.54;0.61;-1.56;5.52;82125;2501
24/02/2022 8:49;CACAO (TORTA);CACAO_TORTA;Normal;653/22;;NIRS DS3 F;91889831;2.07;0.036;2.028;2.119;1.31;0.55;1.06;3.82;11.12;0.041;11.06;11.168;1.31;0.55;-0.56;;;;;;;;;5.77;0.092;5.651;5.894;1.31;0.55;-1.46;5.5;82125;2501
24/02/2022 8:53;CACAO (TORTA);CACAO_TORTA;Normal;654/22;;NIRS DS3 F;91889831;1.4;0.069;1.334;1.522;0.79;0.32;-0.36;2.32;10.93;0.073;10.835;11.044;0.79;0.32;-0.62;;;;;;;;;5.9;0.124;5.718;6.074;0.79;0.32;-1.34;5.56;82125;2501
25/02/2022 14:46;CACAO (POLVO);CACAO_POLVO;Normal;656/22;;NIRS DS3 F;91889831;2.17;0.008;2.164;2.185;0.62;0.25;-0.58;3.25;11.28;0.022;11.243;11.303;0.46;0.03;;;-38.38;1.966;-40.282;-34.449;30.92;15.89;10.65;6.83;0.037;6.768;6.865;0.62;0.25;-0.39;6.65;82125;2501
25/02/2022 14:49;CACAO (POLVO);CACAO_POLVO;Normal;657/22;;NIRS DS3 F;91889831;2.19;0.003;2.185;2.193;0.64;0.22;-0.55;3.22;11.2;0.029;11.175;11.249;0.52;0.05;;;-38.71;1.206;-39.992;-37.352;29.75;14.95;10.75;6.86;0.03;6.824;6.912;0.64;0.22;-0.36;6.7;82139;2501
25/02/2022 14:56;CACAO (POLVO);CACAO_POLVO;Normal;662/22;;NIRS DS3 F;91889831;2.05;0.01;2.033;2.067;0.62;0.18;-0.82;2.97;11.23;0.022;11.182;11.254;0.7;0.02;;;-33.78;1.439;-36.627;-32.296;29.91;15.37;10.7;6.89;0.063;6.77;6.941;0.62;0.18;-0.34;6.69;82125;2501
25/02/2022 14:58;CACAO (POLVO);CACAO_POLVO;Normal;663/22;;NIRS DS3 F;91889831;2.34;0.01;2.329;2.359;0.56;0.15;-0.27;3.41;11.47;0.022;11.421;11.487;0.56;0.13;;;-42.45;1.637;-44.039;-39.921;29.26;14.82;11.32;7.07;0.049;7.014;7.153;0.56;0.15;-0.17;6.85;82139;2501
25/02/2022 15:00;CACAO (POLVO);CACAO_POLVO;Normal;666/22 cambio tamiz;;NIRS DS3 F;91889831;2.03;0.008;2.021;2.044;0.63;0.16;-0.85;2.97;11.22;0.05;11.182;11.305;0.83;0.01;;;-32.71;2.169;-35.213;-29.567;29.37;14.97;11.05;7;0.077;6.932;7.113;0.63;0.16;-0.23;6.85;82125;2501
25/02/2022 15:02;CACAO (TORTA);CACAO_TORTA;Normal;669/22;;NIRS DS3 F;91889831;2.08;0.039;2.018;2.135;0.8;0.53;1.08;3.63;10.92;0.049;10.847;10.982;0.8;0.53;-0.62;;;;;;;;;5.85;0.08;5.727;5.987;0.8;0.53;-1.39;5.54;82139;2501
25/02/2022 15:04;CACAO (TORTA);CACAO_TORTA;Normal;670/22;;NIRS DS3 F;91889831;1.99;0.034;1.956;2.062;0.81;0.48;0.9;3.86;10.99;0.027;10.941;11.016;0.81;0.48;-0.6;;;;;;;;;5.86;0.048;5.796;5.931;0.81;0.48;-1.38;5.52;82125;2501
25/02/2022 15:05;CACAO (TORTA);CACAO_TORTA;Normal;671/22;;NIRS DS3 F;91889831;2.19;0.028;2.141;2.217;1.02;0.66;1.32;3.64;10.89;0.04;10.849;10.958;1.02;0.66;-0.63;;;;;;;;;5.69;0.077;5.581;5.783;1.02;0.66;-1.54;5.5;82139;2501
25/02/2022 15:07;CACAO (TORTA);CACAO_TORTA;Normal;672/22;;NIRS DS3 F;91889831;1.89;0.081;1.773;1.994;0.74;0.44;0.68;3.75;11.12;0.042;11.056;11.191;0.74;0.44;-0.56;;;;;;;;;5.86;0.132;5.671;6.025;0.74;0.44;-1.38;5.49;82125;2501
28/02/2022 16:59;CACAO (TORTA);CACAO_TORTA;Normal;692/22;;NIRS DS3 F;91889831;1.91;0.049;1.841;1.969;1.3;0.58;0.73;3.54;10.94;0.033;10.889;10.995;1.3;0.58;-0.61;;;;;;;;;5.75;0.108;5.645;5.932;1.3;0.58;-1.48;5.49;82125;2501
28/02/2022 17:01;CACAO (TORTA);CACAO_TORTA;Normal;693/22;;NIRS DS3 F;91889831;1.96;0.04;1.881;2;1.14;0.6;0.84;3.38;10.87;0.029;10.833;10.925;1.14;0.6;-0.63;;;;;;;;;5.74;0.074;5.626;5.838;1.14;0.6;-1.49;5.53;82125;2501
28/02/2022 17:03;CACAO (TORTA);CACAO_TORTA;Normal;694/22;;NIRS DS3 F;91889831;1.98;0.075;1.885;2.103;0.99;0.54;0.88;3.49;10.87;0.046;10.813;10.935;0.99;0.54;-0.63;;;;;;;;;5.78;0.124;5.528;5.916;0.99;0.54;-1.45;5.47;82125;2501
01/03/2022 15:12;CACAO (POLVO);CACAO_POLVO;Normal;704/22;;NIRS DS3 F;91889831;2.62;0.011;2.607;2.635;0.53;0.25;0.26;3.92;11.52;0.01;11.5;11.529;0.33;0.04;;;-61.97;1.631;-64.006;-59.457;31.8;16.59;6.25;5.73;0.067;5.651;5.829;0.53;0.25;-1.4;5.5;82125;2501
01/03/2022 15:17;CACAO (POLVO);CACAO_POLVO;Normal;705/22 cambio tamiz;;NIRS DS3 F;91889831;2.61;0.009;2.593;2.62;0.98;0.24;0.24;3.93;11.31;0.021;11.264;11.326;0.39;0.16;;;-61.79;1.717;-64.345;-59.799;31.41;16.06;7.9;6.43;0.053;6.308;6.462;0.98;0.24;-0.76;6.27;82125;2501
02/03/2022 14:17;CACAO (TORTA);CACAO_TORTA;Normal;724/22;;NIRS DS3 F;91889831;1.87;0.023;1.823;1.893;1.88;0.96;0.64;5.19;10.85;0.058;10.773;10.922;1.88;0.96;-0.64;;;;;;;;;5.94;0.113;5.815;6.161;1.88;0.96;-1.3;5.4;82125;2501
07/03/2022 14:53;CACAO (TORTA);CACAO_TORTA;Normal;769/22;;NIRS DS3 F;91889831;1.85;0.039;1.819;1.919;1.47;0.63;0.6;3.4;11.23;0.051;11.179;11.316;1.47;0.63;-0.54;;;;;;;;;5.73;0.079;5.636;5.842;1.47;0.63;-1.5;5.5;82125;2501
07/03/2022 14:54;CACAO (TORTA);CACAO_TORTA;Normal;770/22;;NIRS DS3 F;91889831;1.82;0.053;1.717;1.881;1.19;0.47;0.54;3.26;11.54;0.045;11.461;11.599;1.19;0.47;-0.45;;;;;;;;;5.58;0.108;5.424;5.701;1.19;0.47;-1.63;5.39;82139;2501
07/03/2022 14:55;CACAO (TORTA);CACAO_TORTA;Normal;771/22;;NIRS DS3 F;91889831;1.98;0.033;1.917;2.025;1.19;0.58;0.88;3.51;11.14;0.048;11.072;11.18;1.19;0.58;-0.56;;;;;;;;;5.65;0.073;5.548;5.751;1.19;0.58;-1.57;5.47;82125;2501
08/03/2022 15:11;CACAO (POLVO);CACAO_POLVO;Normal;772/22;;NIRS DS3 F;91889831;2.52;0.008;2.509;2.531;0.97;0.2;0.08;3.74;11.21;0.012;11.191;11.216;0.52;0.15;;;-58.39;1.857;-62.108;-56.983;30.01;14.95;6.55;5.71;0.054;5.629;5.797;0.97;0.2;-1.42;5.55;82125;2501
08/03/2022 15:15;CACAO (POLVO);CACAO_POLVO;Normal;780/22;;NIRS DS3 F;91889831;2.52;0.007;2.515;2.533;1.02;0.16;0.08;3.77;11.28;0.017;11.256;11.299;0.83;0.24;;;-60.98;2.59;-64.124;-58.027;29.95;15;6.51;5.72;0.04;5.662;5.77;1.02;0.16;-1.41;5.52;82125;2501
08/03/2022 15:19;CACAO (POLVO);CACAO_POLVO;Normal;781/22;;NIRS DS3 F;91889831;2.49;0.009;2.476;2.497;0.83;0.17;0.01;3.71;11.09;0.022;11.049;11.119;0.58;0.08;;;-54.28;2.841;-56.923;-49.522;29.69;14.72;6.46;5.72;0.04;5.641;5.75;0.83;0.17;-1.42;5.53;82139;2501
08/03/2022 15:30;CACAO (POLVO);CACAO_POLVO;Normal;782/22;;NIRS DS3 F;91889831;2.48;0.006;2.473;2.488;0.44;0.14;-0.01;3.68;11.11;0.023;11.069;11.138;0.43;0.04;;;-51.09;2.668;-54.397;-48.251;30.52;15.3;6.38;5.65;0.03;5.58;5.664;0.44;0.14;-1.48;5.43;82125;2501
09/03/2022 14:49;CACAO (POLVO);CACAO_POLVO;Normal;789/22;;NIRS DS3 F;91889831;2.52;0.007;2.511;2.528;0.75;0.3;0.07;3.81;11.24;0.016;11.213;11.261;0.27;0.09;;;-63.65;1.312;-66.073;-62.226;32.76;17.18;6.43;5.64;0.046;5.598;5.721;0.75;0.3;-1.48;5.44;82125;2501
09/03/2022 14:50;CACAO (POLVO);CACAO_POLVO;Normal;793/22;;NIRS DS3 F;91889831;2.65;0.012;2.623;2.658;0.88;0.3;0.31;3.87;11.1;0.026;11.069;11.14;0.25;0.12;;;-70.4;1.93;-72.966;-67.408;31.65;16.35;6.54;5.69;0.035;5.619;5.719;0.88;0.3;-1.44;5.5;82139;2501
09/03/2022 14:52;CACAO (POLVO);CACAO_POLVO;Normal;794/22;;NIRS DS3 F;91889831;2.37;0.004;2.368;2.378;0.74;0.2;-0.2;3.44;11.26;0.019;11.24;11.288;0.52;0.2;;;-57.45;1.618;-59.173;-54.043;31.74;16.47;6.56;5.73;0.044;5.671;5.781;0.74;0.2;-1.4;5.47;82125;2501
09/03/2022 14:54;CACAO (POLVO);CACAO_POLVO;Normal;795/22;;NIRS DS3 F;91889831;2.48;0.008;2.469;2.489;0.58;0.15;0;3.49;11.27;0.021;11.234;11.296;0.44;0.13;;;-60.37;1.434;-62.484;-58.217;31.34;16.22;6.71;5.73;0.049;5.665;5.81;0.58;0.15;-1.4;5.54;82139;2501
09/03/2022 14:55;CACAO (POLVO);CACAO_POLVO;Normal;796/22;;NIRS DS3 F;91889831;2.6;0.012;2.584;2.62;0.6;0.17;0.22;4.42;11.37;0.023;11.327;11.401;0.49;0.14;;;-73.78;1.784;-75.78;-70.925;31.07;16.28;6.66;5.8;0.048;5.735;5.888;0.6;0.17;-1.34;5.57;82125;2501
09/03/2022 14:57;CACAO (POLVO);CACAO_POLVO;Normal;797/22;;NIRS DS3 F;91889831;2.47;0.009;2.452;2.479;0.63;0.15;-0.02;3.66;11.38;0.013;11.36;11.403;0.02;0;;;-68.21;1.404;-70.418;-66.113;30.53;15.8;6.78;5.7;0.054;5.615;5.795;0.63;0.15;-1.43;5.57;82139;2501
10/03/2022 14:59;CACAO (POLVO);CACAO_POLVO;Normal;800/22;;NIRS DS3 F;91889831;2.49;0.01;2.476;2.505;0.63;0.14;0.02;3.83;11.29;0.015;11.265;11.309;0.52;0.17;;;-63.59;2.224;-66.006;-59.209;30.5;15.6;7.2;5.76;0.041;5.697;5.815;0.63;0.14;-1.38;5.5;82139;2501
10/03/2022 15:00;CACAO (POLVO);CACAO_POLVO;Normal;801/22;;NIRS DS3 F;91889831;2.58;0.005;2.572;2.587;0.66;0.18;0.19;3.91;11.22;0.017;11.195;11.238;0.37;0.08;;;-61.3;1.667;-64.034;-59.223;31.01;15.82;7.05;5.68;0.046;5.59;5.719;0.66;0.18;-1.45;5.35;82125;2501
10/03/2022 15:01;CACAO (POLVO);CACAO_POLVO;Normal;802/22;;NIRS DS3 F;91889831;2.56;0.009;2.546;2.571;0.77;0.23;0.14;3.86;11.48;0.021;11.443;11.497;1.07;0.1;;;-70.39;1.129;-72.498;-68.95;29.24;14.86;7.13;5.72;0.049;5.639;5.777;0.77;0.23;-1.42;5.48;82139;2501
10/03/2022 15:02;CACAO (POLVO);CACAO_POLVO;Normal;805/22;;NIRS DS3 F;91889831;2.5;0.007;2.488;2.509;0.66;0.15;0.04;3.64;11.3;0.027;11.261;11.351;0.58;0.13;;;-61.58;2.407;-65.326;-59.082;30.86;15.87;6.87;5.66;0.035;5.63;5.731;0.66;0.15;-1.47;5.41;82125;2501
10/03/2022 15:04;CACAO (POLVO);CACAO_POLVO;Normal;8069/22;;NIRS DS3 F;91889831;2.36;0.003;2.357;2.367;0.58;0.16;-0.22;3.45;11.58;0.028;11.537;11.627;0.72;0.16;;;-49.18;1.348;-51.853;-47.522;28.6;14.32;12.17;7.14;0.059;7.019;7.195;0.58;0.16;-0.11;7.04;82139;2501
11/03/2022 12:19;CACAO (POLVO);CACAO_POLVO;Normal;811/22;;NIRS DS3 F;91889831;2.3;0.016;2.281;2.326;0.62;0.14;-0.34;3.36;11.52;0.016;11.497;11.545;0.81;0.1;;;-33.97;1.215;-35.439;-31.905;30.4;15.34;11.79;7.48;0.043;7.448;7.572;0.62;0.14;0.21;7.31;82139;2501
11/03/2022 12:23;CACAO (POLVO);CACAO_POLVO;Normal;812/22;;NIRS DS3 F;91889831;2.18;0.017;2.162;2.206;0.68;0.17;-0.56;3.13;11.44;0.095;11.387;11.645;0.72;0.05;;;-33.31;2.277;-36.414;-28.898;30.03;15.24;11.99;7.52;0.088;7.374;7.622;0.68;0.17;0.25;7.32;82139;2501
11/03/2022 12:27;CACAO (POLVO);CACAO_POLVO;Normal;818/22;;NIRS DS3 F;91889831;2.27;0.007;2.257;2.272;0.84;0.24;-0.41;3.32;11.29;0.026;11.267;11.339;0.8;0.18;;;-52.02;1.698;-54.135;-49.682;29.33;14.71;10.75;6.96;0.047;6.887;7.016;0.84;0.24;-0.27;6.85;82139;2501
11/03/2022 12:30;CACAO (TORTA);CACAO_TORTA;Normal;824/22;;NIRS DS3 F;91889831;1.94;0.067;1.89;2.076;1.06;0.58;0.8;3.16;11.05;0.067;10.977;11.143;1.06;0.58;-0.58;;;;;;;;;5.75;0.078;5.652;5.879;1.06;0.58;-1.48;5.47;82139;2501
11/03/2022 12:33;CACAO (TORTA);CACAO_TORTA;Normal;825/22;;NIRS DS3 F;91889831;1.88;0.054;1.792;1.943;0.96;0.51;0.66;3.55;11.51;0.053;11.41;11.581;0.96;0.51;-0.46;;;;;;;;;5.74;0.095;5.603;5.868;0.96;0.51;-1.48;5.41;82139;2501
11/03/2022 12:36;CACAO (TORTA);CACAO_TORTA;Normal;826/22;;NIRS DS3 F;91889831;1.88;0.048;1.827;1.947;0.9;0.4;0.66;3.5;11;0.069;10.911;11.067;0.9;0.4;-0.6;;;;;;;;;5.85;0.091;5.662;5.952;0.9;0.4;-1.39;5.36;82139;2501
14/03/2022 12:41;CACAO (POLVO);CACAO_POLVO;Normal;827/22;;NIRS DS3 F;91889831;2.34;0.011;2.316;2.349;0.68;0.18;-0.28;3.29;11.02;0.037;11.01;11.107;0.46;0.07;;;-38.01;2.563;-41.733;-34.339;29.72;14.92;10.34;7.08;0.048;7.037;7.175;0.68;0.18;-0.16;6.85;82139;2501
14/03/2022 12:44;CACAO (POLVO);CACAO_POLVO;Normal;832/22;;NIRS DS3 F;91889831;2.44;0.01;2.423;2.452;0.8;0.18;-0.08;3.65;11.27;0.018;11.238;11.291;0.35;0.08;;;-53.36;1.358;-56.089;-52.284;29.57;15.06;10.46;6.97;0.057;6.885;7.036;0.8;0.18;-0.26;6.76;82139;2501
14/03/2022 12:47;CACAO (TORTA);CACAO_TORTA;Normal;837/22;;NIRS DS3 F;91889831;1.92;0.035;1.864;1.969;0.87;0.39;0.75;3.43;10.98;0.046;10.925;11.049;0.87;0.39;-0.6;;;;;;;;;5.76;0.094;5.619;5.886;0.87;0.39;-1.47;5.43;82139;2501
14/03/2022 12:49;CACAO (TORTA);CACAO_TORTA;Normal;839/22;;NIRS DS3 F;91889831;1.95;0.028;1.913;1.994;1.06;0.56;0.82;3.42;10.87;0.04;10.79;10.91;1.06;0.56;-0.63;;;;;;;;;5.8;0.108;5.674;5.956;1.06;0.56;-1.44;5.46;82139;2501
14/03/2022 12:52;CACAO (TORTA);CACAO_TORTA;Normal;840/22;;NIRS DS3 F;91889831;1.88;0.034;1.835;1.928;1.07;0.55;0.67;3.35;10.97;0.07;10.902;11.098;1.07;0.55;-0.61;;;;;;;;;5.85;0.115;5.664;6.053;1.07;0.55;-1.39;5.48;82139;2501
14/03/2022 12:54;CACAO (TORTA);CACAO_TORTA;Normal;841/22;;NIRS DS3 F;91889831;1.88;0.06;1.751;1.927;1.14;0.58;0.66;3.37;11.24;0.021;11.222;11.28;1.14;0.58;-0.53;;;;;;;;;5.7;0.043;5.658;5.786;1.14;0.58;-1.52;5.5;82139;2501
14/03/2022 12:57;CACAO (TORTA);CACAO_TORTA;Normal;842/22;;NIRS DS3 F;91889831;1.53;0.047;1.492;1.622;0.87;0.41;-0.08;3.02;10.84;0.035;10.786;10.892;0.87;0.41;-0.64;;;;;;;;;5.78;0.036;5.726;5.833;0.87;0.41;-1.46;5.58;82139;2501
14/03/2022 12:59;CACAO (TORTA);CACAO_TORTA;Normal;843/22;;NIRS DS3 F;91889831;1.58;0.045;1.512;1.657;0.44;0.17;0.02;3.09;10.44;0.054;10.356;10.528;0.44;0.17;-0.75;;;;;;;;;7.97;0.134;7.855;8.157;0.44;0.17;0.57;7.36;82139;2501
14/03/2022 13:01;CACAO (TORTA);CACAO_TORTA;Normal;844/22;;NIRS DS3 F;91889831;1.58;0.027;1.55;1.62;0.58;0.32;0.03;3.08;10.67;0.045;10.618;10.76;0.58;0.32;-0.69;;;;;;;;;8.06;0.134;7.787;8.17;0.58;0.32;0.65;7.39;82139;2501
14/03/2022 13:03;CACAO (TORTA);CACAO_TORTA;Normal;845/22;;NIRS DS3 F;91889831;1.6;0.044;1.546;1.68;0.49;0.35;0.08;3.65;10.89;0.041;10.831;10.944;0.49;0.35;-0.63;;;;;;;;;8.21;0.121;8.042;8.325;0.49;0.35;0.79;7.43;82139;2501
14/03/2022 13:06;CACAO (TORTA);CACAO_TORTA;Normal;846/22;;NIRS DS3 F;91889831;1.57;0.048;1.522;1.673;0.69;0.45;0;2.66;10.98;0.039;10.928;11.035;0.69;0.45;-0.6;;;;;;;;;5.85;0.08;5.732;5.951;0.69;0.45;-1.38;5.62;82139;2501
14/03/2022 13:08;CACAO (TORTA);CACAO_TORTA;Normal;847/22;;NIRS DS3 F;91889831;1.63;0.054;1.528;1.681;0.87;0.39;0.12;2.86;11.02;0.045;10.949;11.077;0.87;0.39;-0.59;;;;;;;;;5.74;0.121;5.595;5.936;0.87;0.39;-1.49;5.62;82139;2501
15/03/2022 13:35;CACAO (TORTA);CACAO_TORTA;Normal;862/22;;NIRS DS3 F;91889831;1.52;0.052;1.462;1.627;0.63;0.31;-0.09;2.66;11.09;0.051;11.002;11.132;0.63;0.31;-0.57;;;;;;;;;7.91;0.134;7.738;8.1;0.63;0.31;0.51;7.43;82139;2501
15/03/2022 13:38;CACAO (TORTA);CACAO_TORTA;Normal;863/22;;NIRS DS3 F;91889831;1.46;0.053;1.409;1.552;0.7;0.29;-0.22;2.72;10.99;0.045;10.945;11.073;0.7;0.29;-0.6;;;;;;;;;8.01;0.063;7.905;8.067;0.7;0.29;0.6;7.51;82139;2501
15/03/2022 13:41;CACAO (TORTA);CACAO_TORTA;Normal;864/22;;NIRS DS3 F;91889831;1.37;0.053;1.278;1.432;0.72;0.33;-0.41;2.9;10.82;0.055;10.742;10.892;0.72;0.33;-0.65;;;;;;;;;8.02;0.111;7.842;8.177;0.72;0.33;0.62;7.49;82139;2501
15/03/2022 13:44;CACAO (TORTA);CACAO_TORTA;Normal;865/22;;NIRS DS3 F;91889831;1.38;0.058;1.286;1.469;0.57;0.29;-0.4;2.8;10.64;0.118;10.509;10.81;0.57;0.29;-0.7;;;;;;;;;8.11;0.166;7.885;8.301;0.57;0.29;0.7;7.5;82139;2501
15/03/2022 13:47;CACAO (TORTA);CACAO_TORTA;Normal;866/22;;NIRS DS3 F;91889831;1.52;0.045;1.477;1.611;0.63;0.27;-0.1;2.89;10.89;0.074;10.821;11.022;0.63;0.27;-0.63;;;;;;;;;5.84;0.125;5.678;5.985;0.63;0.27;-1.39;5.57;82139;2501
